"payment_id","customer_id","staff_id","rental_id","amount","payment_date","last_update"
54850,34,7,297678,86.60,2016-04-26 05:02:04,2010-05-16 08:50:28
54851,289,2,297679,19.80,2016-04-28 07:19:43,2010-05-16 09:02:19
54852,441,77,297680,73.90,2016-04-26 10:17:13,2010-05-16 09:17:52
54853,273,10,297681,69.60,2016-04-24 12:34:30,2010-05-16 09:29:36
54854,52,3,297682,43.20,2016-04-24 13:19:04,2010-05-16 09:45:59
54855,48,75,297683,11.50,2016-04-26 14:20:34,2010-05-16 09:57:41
54856,423,6,297684,19.00,2016-04-28 17:36:26,2010-05-16 10:08:31
54857,422,63,297685,19.10,2016-04-27 20:23:19,2010-05-16 10:23:44
54858,275,116,297686,84.50,2016-04-28 23:37:38,2010-05-16 10:33:54
54859,260,21,297687,66.40,2016-04-28 02:08:05,2010-05-16 10:44:32
54860,296,13,297688,10.10,2016-04-28 03:11:52,2010-05-16 11:00:00
54861,465,6,297689,71.70,2016-04-26 06:28:05,2010-05-16 11:11:15
54862,299,14,297690,80.60,2016-04-29 09:10:14,2010-05-16 11:27:38
54863,438,15,297691,84.60,2016-04-28 09:53:57,2010-05-16 11:39:33
54864,80,71,297692,85.40,2016-04-28 12:04:20,2010-05-16 11:52:58
54865,99,78,297693,12.00,2016-04-26 13:32:06,2010-05-16 12:03:00
54866,36,65,297694,15.60,2016-04-29 16:20:41,2010-05-16 12:15:08
54867,184,74,297695,20.90,2016-04-27 17:47:40,2010-05-16 12:29:21
54868,568,6,297696,37.70,2016-04-28 19:34:17,2010-05-16 12:40:26
54869,449,69,297698,94.30,2016-04-28 01:03:00,2010-05-16 12:53:28
54870,450,119,297699,16.80,2016-04-26 05:43:29,2010-05-16 13:06:08
54871,127,18,297700,15.60,2016-04-27 14:17:35,2010-05-16 13:21:15
54872,573,13,297701,50.80,2016-04-30 21:08:41,2010-05-16 13:36:02
54873,397,2,297702,74.60,2016-04-29 01:01:04,2010-05-16 13:51:30
54874,451,124,297703,72.30,2016-04-27 02:03:17,2010-05-16 14:05:59
54875,83,126,297704,68.90,2016-04-28 05:52:57,2010-05-16 14:17:35
54876,194,5,297705,86.40,2016-05-01 07:57:19,2010-05-16 14:34:01
54877,388,63,297706,4.80,2016-04-28 11:59:51,2010-05-16 14:47:42
54878,372,6,297707,64.60,2016-04-29 15:39:37,2010-05-16 14:58:04
54879,544,8,297708,41.00,2016-05-01 17:55:33,2010-05-16 15:14:02
54880,532,15,297709,18.10,2016-04-29 22:20:42,2010-05-16 15:25:21
54881,532,119,297710,18.30,2016-05-01 23:58:05,2010-05-16 15:41:29
54882,324,12,297711,54.90,2016-05-01 01:06:11,2010-05-16 15:55:17
54883,320,119,297712,49.80,2016-04-30 04:46:46,2010-05-16 16:09:41
54884,201,69,297713,30.50,2016-05-01 08:22:28,2010-05-16 16:20:53
54885,276,113,297714,13.90,2016-05-01 10:04:56,2010-05-16 16:33:21
54886,502,119,297715,14.00,2016-04-28 13:53:24,2010-05-16 16:47:29
54887,50,77,297716,56.30,2016-04-30 16:30:22,2010-05-16 16:58:17
54888,190,126,297717,61.70,2016-04-30 18:28:36,2010-05-16 17:12:44
54889,378,14,297718,56.00,2016-05-02 22:01:36,2010-05-16 17:25:45
54890,3,80,297719,61.60,2016-04-30 00:29:32,2010-05-16 17:37:55
54891,541,69,297720,99.60,2016-04-29 02:49:33,2010-05-16 17:51:51
54892,567,2,297722,71.90,2016-04-29 07:36:31,2010-05-16 18:06:36
54893,467,73,297723,32.20,2016-05-03 11:28:03,2010-05-16 18:19:19
54894,112,12,297724,96.00,2016-04-30 16:01:04,2010-05-16 18:33:01
54895,98,124,297725,43.20,2016-04-30 20:49:27,2010-05-16 18:48:28
54896,205,73,297726,63.90,2016-05-01 22:45:43,2010-05-16 19:01:46
54897,492,14,297727,58.80,2016-05-01 00:16:21,2010-05-16 19:11:59
54898,299,5,297731,27.50,2016-05-03 09:03:13,2010-05-16 19:26:40
54899,112,1,297732,86.40,2016-05-03 10:57:42,2010-05-16 19:37:51
54900,80,63,297734,71.90,2016-05-02 18:25:42,2010-05-16 19:52:20
54901,476,121,297735,58.70,2016-05-04 21:01:21,2010-05-16 20:03:08
54902,212,11,297737,87.40,2016-05-03 02:33:00,2010-05-16 20:17:38
54903,98,79,297738,34.70,2016-05-05 02:53:32,2010-05-16 20:32:09
54904,561,66,297739,29.90,2016-05-04 03:59:53,2010-05-16 20:42:33
54905,216,113,297741,33.00,2016-05-03 05:43:43,2010-05-16 20:53:59
54906,63,121,297742,13.90,2016-05-05 06:10:22,2010-05-16 21:08:36
54907,435,3,297743,50.00,2016-05-02 07:22:00,2010-05-16 21:22:48
54908,413,65,297744,77.90,2016-05-04 07:57:13,2010-05-16 21:34:20
54909,496,21,297745,34.70,2016-05-03 09:05:27,2010-05-16 21:49:15
54910,443,63,297746,54.00,2016-05-04 10:01:17,2010-05-16 22:02:34
54911,311,75,297747,6.80,2016-05-02 11:40:55,2010-05-16 22:15:32
54912,62,10,297748,41.40,2016-05-01 13:03:10,2010-05-16 22:31:22
54913,475,6,297749,52.20,2016-05-05 13:40:00,2010-05-16 22:42:51
54914,347,14,297750,27.00,2016-05-03 14:36:55,2010-05-16 22:53:18
54915,189,125,297751,59.40,2016-05-04 15:00:39,2010-05-16 23:04:03
54916,443,6,297752,90.40,2016-05-03 15:33:26,2010-05-16 23:18:54
54917,417,77,297753,62.90,2016-05-04 16:44:45,2010-05-16 23:34:43
54918,418,73,297754,76.20,2016-05-04 17:27:21,2010-05-16 23:47:48
54919,315,114,297755,8.00,2016-05-03 18:34:26,2010-05-16 23:58:49
54920,99,3,297756,88.50,2016-05-02 19:12:34,2010-05-17 00:12:38
54921,129,11,297758,83.40,2016-05-03 21:12:56,2010-05-17 00:27:36
54922,218,77,297759,31.80,2016-05-02 22:31:19,2010-05-17 00:41:29
54923,213,19,297760,58.30,2016-05-05 23:30:01,2010-05-17 00:55:58
54924,129,66,297761,66.30,2016-05-04 00:30:37,2010-05-17 01:07:08
54925,312,119,297762,72.20,2016-05-05 01:18:14,2010-05-17 01:20:50
54926,402,81,297763,93.90,2016-05-04 02:30:24,2010-05-17 01:36:17
54927,498,6,297764,59.80,2016-05-04 03:34:45,2010-05-17 01:51:58
54928,473,6,297765,92.50,2016-05-03 04:53:08,2010-05-17 02:03:17
54929,531,74,297766,59.60,2016-05-03 07:58:45,2010-05-17 02:19:06
54930,567,114,297767,30.60,2016-05-03 09:28:07,2010-05-17 02:29:53
54931,508,17,297768,23.50,2016-05-02 11:16:05,2010-05-17 02:46:22
54932,318,126,297769,84.90,2016-05-02 13:18:30,2010-05-17 03:00:57
54933,375,121,297770,31.20,2016-05-03 16:32:34,2010-05-17 03:16:01
54934,5,79,297771,95.20,2016-05-05 17:34:52,2010-05-17 03:26:29
54935,336,5,297772,47.70,2016-05-06 19:46:36,2010-05-17 03:42:17
54936,351,19,297773,93.10,2016-05-02 22:52:29,2010-05-17 03:52:23
54937,246,76,297774,78.40,2016-05-06 01:57:48,2010-05-17 04:08:22
54938,446,21,297775,40.70,2016-05-07 11:16:34,2010-05-17 04:19:38
54939,506,66,297776,64.10,2016-05-03 15:52:28,2010-05-17 04:32:57
54940,477,62,297777,4.40,2016-05-03 18:41:25,2010-05-17 04:49:34
54941,142,71,297778,9.10,2016-05-04 23:38:08,2010-05-17 05:03:34
54942,60,15,297779,83.10,2016-05-06 03:12:31,2010-05-17 05:19:43
54943,41,71,297780,60.30,2016-05-08 12:58:50,2010-05-17 05:31:25
54944,266,69,297781,50.40,2016-05-04 15:52:38,2010-05-17 05:46:37
54945,389,125,297782,89.20,2016-05-06 20:01:19,2010-05-17 05:57:18
54946,405,77,297783,5.90,2016-05-08 00:33:16,2010-05-17 06:08:14
54947,349,8,297784,52.80,2016-05-08 06:57:50,2010-05-17 06:21:21
54948,300,18,297785,58.90,2016-05-05 14:09:31,2010-05-17 06:35:46
54949,162,63,297786,54.20,2016-05-08 23:11:48,2010-05-17 06:50:42
54950,265,122,297787,17.50,2016-05-10 04:40:55,2010-05-17 07:00:46
54951,73,16,297788,7.70,2016-05-06 13:24:11,2010-05-17 07:14:05
54952,252,11,297789,52.80,2016-05-06 19:04:05,2010-05-17 07:30:18
54953,114,3,297790,92.90,2016-05-08 01:08:49,2010-05-17 07:42:20
54954,353,7,297791,14.30,2016-05-10 10:55:12,2010-05-17 07:54:14
54955,368,64,297792,69.90,2016-05-11 18:49:12,2010-05-17 08:04:54
54956,53,119,297793,24.10,2016-05-10 03:54:26,2010-05-17 08:20:40
54957,232,122,297794,63.80,2016-05-12 05:24:01,2010-05-17 08:35:16
54958,146,113,297795,92.70,2016-05-09 06:46:08,2010-05-17 08:49:58
54959,410,19,297796,87.90,2016-05-08 07:47:11,2010-05-17 09:02:12
54960,225,20,297797,61.70,2016-05-10 08:44:41,2010-05-17 09:18:44
54961,402,2,297798,20.70,2016-05-08 09:40:12,2010-05-17 09:34:54
54962,208,6,297799,69.70,2016-05-08 10:47:31,2010-05-17 09:46:58
54963,202,122,297800,18.30,2016-05-11 13:32:46,2010-05-17 10:02:07
54964,131,79,297802,83.40,2016-05-12 19:04:36,2010-05-17 10:14:15
54965,350,75,297803,43.80,2016-05-08 20:26:41,2010-05-17 10:24:49
54966,179,62,297804,56.10,2016-05-09 21:42:18,2010-05-17 10:38:41
54967,33,75,297805,30.20,2016-05-09 23:24:43,2010-05-17 10:48:57
54968,408,12,297806,36.80,2016-05-09 02:40:11,2010-05-17 11:04:11
54969,503,72,297807,65.70,2016-05-11 03:28:23,2010-05-17 11:17:53
54970,177,16,297808,25.50,2016-05-11 06:29:19,2010-05-17 11:28:45
54971,585,7,297809,75.00,2016-05-13 09:37:08,2010-05-17 11:40:49
54972,518,2,297810,30.30,2016-05-13 10:38:24,2010-05-17 11:52:31
54973,427,9,297811,10.40,2016-05-12 12:16:31,2010-05-17 12:07:51
54974,280,11,297812,82.80,2016-05-10 13:40:47,2010-05-17 12:22:05
54975,174,16,297813,89.20,2016-05-11 15:13:27,2010-05-17 12:35:17
54976,558,21,297814,12.50,2016-05-10 17:05:02,2010-05-17 12:46:37
54977,366,65,297815,4.60,2016-05-12 18:44:44,2010-05-17 12:57:04
54978,270,17,297816,16.60,2016-05-10 21:35:57,2010-05-17 13:12:25
54979,424,122,297817,66.00,2016-05-10 00:20:26,2010-05-17 13:23:44
54980,476,79,297818,87.50,2016-05-12 05:32:08,2010-05-17 13:37:11
54981,134,8,297819,10.90,2016-05-14 12:23:03,2010-05-17 13:53:37
54982,264,2,297820,69.00,2016-05-10 17:46:05,2010-05-17 14:07:44
54983,100,71,297821,91.90,2016-05-11 01:14:30,2010-05-17 14:22:08
54984,296,10,297822,82.00,2016-05-14 04:35:37,2010-05-17 14:33:18
54985,227,117,297823,40.80,2016-05-14 09:14:30,2010-05-17 14:44:48
54986,79,2,297824,95.80,2016-05-13 12:07:19,2010-05-17 14:58:21
54987,212,80,297825,13.40,2016-05-11 21:10:30,2010-05-17 15:11:14
54988,254,3,297826,89.90,2016-05-11 23:28:06,2010-05-17 15:21:35
54989,114,77,297827,35.80,2016-05-13 06:44:20,2010-05-17 15:38:07
54990,180,70,297828,53.70,2016-05-13 14:06:34,2010-05-17 15:51:52
54991,253,10,297829,16.60,2016-05-12 23:00:25,2010-05-17 16:03:44
54992,271,65,297830,54.00,2016-05-15 07:52:35,2010-05-17 16:17:59
54993,441,70,297831,44.10,2016-05-15 10:49:48,2010-05-17 16:34:09
54994,339,12,297832,6.70,2016-05-17 20:22:00,2010-05-17 16:50:32
54995,71,11,297833,68.00,2016-05-14 06:06:18,2010-05-17 17:03:12
54996,359,76,297834,13.50,2016-05-17 10:09:04,2010-05-17 17:13:16
54997,316,5,297835,7.70,2016-05-18 18:54:14,2010-05-17 17:24:28
54998,155,1,297836,82.30,2016-05-17 21:14:46,2010-05-17 17:37:07
54999,367,21,297837,45.80,2016-05-17 06:03:46,2010-05-17 17:49:39
55000,411,20,297838,57.00,2016-05-17 08:22:43,2010-05-17 18:04:51
55001,349,13,297839,8.30,2016-05-15 10:26:09,2010-05-17 18:16:20
55002,305,5,297840,29.80,2016-05-17 13:20:58,2010-05-17 18:32:33
55003,295,8,297841,32.40,2016-05-15 15:20:25,2010-05-17 18:42:43
55004,476,20,297842,88.10,2016-05-16 16:12:14,2010-05-17 18:53:05
55005,364,66,297843,28.80,2016-05-18 18:07:44,2010-05-17 19:03:10
55006,330,120,297844,23.30,2016-05-16 20:52:05,2010-05-17 19:19:29
55007,24,72,297845,51.50,2016-05-19 23:01:46,2010-05-17 19:32:45
55008,36,11,297846,83.50,2016-05-17 23:44:34,2010-05-17 19:43:34
55009,123,122,297847,35.30,2016-05-17 01:59:59,2010-05-17 19:55:39
55010,488,66,297848,45.00,2016-05-16 04:23:34,2010-05-17 20:08:01
55011,423,64,297849,38.60,2016-05-18 05:32:46,2010-05-17 20:19:55
55012,46,7,297850,74.90,2016-05-17 08:28:50,2010-05-17 20:30:12
55013,350,20,297851,51.50,2016-05-16 09:30:03,2010-05-17 20:44:07
55014,231,124,297852,23.30,2016-05-19 12:08:24,2010-05-17 21:00:17
55015,550,75,297853,9.50,2016-05-19 14:50:22,2010-05-17 21:13:51
55016,433,14,297854,56.60,2016-05-20 17:11:53,2010-05-17 21:24:25
55017,202,1,297855,78.90,2016-05-16 18:10:56,2010-05-17 21:36:13
55018,86,8,297856,49.80,2016-05-16 20:33:39,2010-05-17 21:47:22
55019,188,16,297857,40.60,2016-05-16 21:49:29,2010-05-17 22:00:40
55020,295,125,297858,63.10,2016-05-18 00:51:40,2010-05-17 22:11:53
55021,49,11,297859,90.50,2016-05-19 03:09:19,2010-05-17 22:24:47
55022,251,10,297860,79.60,2016-05-21 05:33:16,2010-05-17 22:39:31
55023,586,2,297861,83.00,2016-05-17 11:24:55,2010-05-17 22:54:43
55024,467,14,297862,69.10,2016-05-19 19:43:15,2010-05-17 23:10:09
55025,253,10,297863,66.20,2016-05-21 00:23:16,2010-05-17 23:23:05
55026,263,6,297864,22.00,2016-05-22 08:11:25,2010-05-17 23:33:18
55027,483,70,297865,37.10,2016-05-18 16:04:44,2010-05-17 23:47:32
55028,334,79,297866,47.60,2016-05-18 21:42:22,2010-05-18 00:02:55
55029,40,117,297867,48.00,2016-05-21 03:39:32,2010-05-18 00:13:19
55030,478,78,297868,33.10,2016-05-23 09:07:35,2010-05-18 00:23:57
55031,89,76,297869,12.90,2016-05-21 11:19:14,2010-05-18 00:35:43
55032,493,15,297871,46.80,2016-05-22 21:05:53,2010-05-18 00:48:22
55033,265,62,297873,93.40,2016-05-20 13:36:26,2010-05-18 01:00:17
55034,531,78,297874,33.30,2016-05-23 21:18:48,2010-05-18 01:15:34
55035,157,62,297875,42.10,2016-05-23 03:44:14,2010-05-18 01:30:29
55036,251,8,297877,27.70,2016-05-21 14:53:25,2010-05-18 01:45:40
55037,496,81,297878,13.60,2016-05-25 19:06:30,2010-05-18 01:58:57
55038,427,76,297879,78.70,2016-05-23 02:59:17,2010-05-18 02:09:25
55039,473,115,297880,7.60,2016-05-24 04:36:35,2010-05-18 02:24:53
55040,171,6,297881,44.50,2016-05-23 05:28:01,2010-05-18 02:36:18
55041,15,3,297882,69.20,2016-05-22 06:19:03,2010-05-18 02:47:57
55042,394,67,297883,53.30,2016-05-25 07:12:39,2010-05-18 03:02:05
55043,87,8,297885,42.00,2016-05-22 12:22:20,2010-05-18 03:16:13
55044,282,117,297886,85.30,2016-05-22 14:49:09,2010-05-18 03:32:34
55045,414,19,297887,90.00,2016-05-26 17:18:22,2010-05-18 03:47:10
55046,298,20,297888,41.20,2016-05-23 20:07:58,2010-05-18 04:02:35
55047,438,119,297889,41.90,2016-05-24 20:49:12,2010-05-18 04:17:11
55048,292,2,297890,49.70,2016-05-22 22:07:38,2010-05-18 04:29:21
55049,215,14,297892,45.40,2016-05-27 01:28:21,2010-05-18 04:44:14
55050,465,12,297893,69.00,2016-05-25 03:47:11,2010-05-18 04:57:25
55051,402,15,297894,31.30,2016-05-23 06:28:28,2010-05-18 05:08:25
55052,272,69,297895,68.10,2016-05-26 08:52:44,2010-05-18 05:21:17
55053,118,76,297896,70.50,2016-05-25 10:29:02,2010-05-18 05:35:16
55054,349,116,297897,51.50,2016-05-27 12:37:55,2010-05-18 05:49:15
55055,176,62,297898,29.00,2016-05-24 13:21:31,2010-05-18 06:04:04
55056,178,66,297900,71.80,2016-05-26 17:00:26,2010-05-18 06:16:24
55057,409,73,297901,37.80,2016-05-23 18:37:33,2010-05-18 06:28:34
55058,107,118,297902,65.70,2016-05-27 21:29:33,2010-05-18 06:45:05
55059,213,6,297903,47.40,2016-05-27 22:30:31,2010-05-18 06:59:57
55060,373,6,297904,39.00,2016-05-26 01:07:17,2010-05-18 07:11:47
55061,187,74,297905,73.80,2016-05-26 10:39:19,2010-05-18 07:23:07
55062,343,76,297906,51.40,2016-05-27 15:36:10,2010-05-18 07:33:42
55063,188,20,297907,60.70,2016-05-24 17:45:02,2010-05-18 07:44:11
55064,449,126,297908,59.30,2016-05-28 03:15:23,2010-05-18 07:55:48
55065,255,16,297909,39.80,2016-05-26 12:13:41,2010-05-18 08:12:14
55066,114,11,297910,87.40,2016-05-27 17:03:30,2010-05-18 08:26:04
55067,546,9,297911,31.90,2016-05-26 20:25:23,2010-05-18 08:41:31
55068,52,11,297912,75.60,2016-05-29 01:17:18,2010-05-18 08:56:02
55069,343,74,297914,91.30,2016-05-29 17:25:13,2010-05-18 09:08:39
55070,242,117,297915,32.60,2016-05-31 01:50:02,2010-05-18 09:22:45
55071,333,6,297916,10.10,2016-05-30 04:32:02,2010-05-18 09:39:09
55072,37,3,297917,32.80,2016-05-27 08:03:42,2010-05-18 09:54:25
55073,194,20,297918,49.30,2016-05-30 11:56:11,2010-05-18 10:09:34
55074,35,12,297919,89.90,2016-05-31 13:36:38,2010-05-18 10:24:29
55075,265,65,297920,97.50,2016-05-29 14:54:33,2010-05-18 10:34:43
55076,393,19,297921,52.80,2016-05-30 16:33:54,2010-05-18 10:48:24
55077,23,120,297922,37.60,2016-05-28 17:42:11,2010-05-18 11:04:31
55078,399,18,297923,49.70,2016-05-31 20:48:18,2010-05-18 11:17:45
55079,89,68,297924,20.30,2016-05-28 22:42:54,2010-05-18 11:33:29
55080,440,11,297925,97.20,2016-05-30 01:46:04,2010-05-18 11:48:07
55081,152,5,297926,22.70,2016-05-29 06:16:25,2010-05-18 12:00:11
55082,231,75,297927,27.20,2016-05-31 07:35:05,2010-05-18 12:16:15
55083,161,7,297928,64.30,2016-06-01 09:27:15,2010-05-18 12:28:20
55084,3,79,297929,3.00,2016-05-30 11:49:58,2010-05-18 12:41:27
55085,220,62,297930,12.30,2016-05-29 13:54:21,2010-05-18 12:53:27
55086,502,113,297931,75.60,2016-05-31 15:14:53,2010-05-18 13:04:52
55087,340,72,297932,47.50,2016-05-29 18:07:29,2010-05-18 13:16:44
55088,393,7,297933,61.70,2016-05-30 20:32:38,2010-05-18 13:27:43
55089,328,10,297934,29.10,2016-06-02 01:09:32,2010-05-18 13:40:27
55090,277,1,297935,39.10,2016-06-02 01:37:15,2010-05-18 13:56:54
55091,549,20,297936,39.90,2016-05-30 02:14:49,2010-05-18 14:10:23
55092,26,16,297937,62.20,2016-06-01 03:19:37,2010-05-18 14:27:03
55093,489,74,297938,18.20,2016-06-01 03:46:52,2010-05-18 14:41:34
55094,195,15,297939,96.20,2016-05-29 04:11:43,2010-05-18 14:53:47
55095,175,17,297940,83.40,2016-06-02 05:40:46,2010-05-18 15:08:35
55096,130,71,297941,41.00,2016-05-31 07:19:18,2010-05-18 15:19:00
55097,138,119,297942,48.40,2016-06-01 08:27:00,2010-05-18 15:30:56
55098,311,20,297945,60.20,2016-05-30 12:33:34,2010-05-18 15:44:48
55099,184,20,297946,80.00,2016-06-01 13:48:16,2010-05-18 15:58:24
55100,416,76,297947,8.00,2016-05-30 14:52:29,2010-05-18 16:12:30
55101,478,119,297948,96.40,2016-05-29 15:29:30,2010-05-18 16:28:38
55102,533,19,297950,24.70,2016-05-31 18:16:02,2010-05-18 16:42:56
55103,377,121,297951,26.80,2016-05-31 18:57:32,2010-05-18 16:54:03
55104,41,115,297952,98.50,2016-06-02 19:55:17,2010-05-18 17:05:10
55105,164,119,297953,58.60,2016-05-31 21:23:49,2010-05-18 17:19:32
55106,50,122,297954,59.90,2016-06-02 22:42:15,2010-05-18 17:31:44
55107,94,62,297955,26.60,2016-06-02 23:37:11,2010-05-18 17:48:09
55108,257,126,297956,30.40,2016-05-31 00:35:25,2010-05-18 18:01:05
55109,242,63,297957,99.00,2016-06-03 01:53:06,2010-05-18 18:16:02
55110,121,70,297959,87.80,2016-05-31 03:51:56,2010-05-18 18:29:14
55111,3,16,297960,2.70,2016-06-03 04:28:41,2010-05-18 18:42:53
55112,586,15,297962,34.00,2016-06-02 06:42:37,2010-05-18 18:53:34
55113,528,121,297963,33.30,2016-06-03 07:51:09,2010-05-18 19:07:00
55114,596,17,297964,50.50,2016-05-31 08:59:14,2010-05-18 19:22:34
55115,416,76,297966,6.10,2016-05-30 10:27:52,2010-05-18 19:37:20
55116,192,71,297967,58.20,2016-05-30 11:44:49,2010-05-18 19:51:49
55117,335,81,297968,54.40,2016-06-01 13:20:15,2010-05-18 20:05:18
55118,343,69,297969,75.00,2016-06-02 14:58:19,2010-05-18 20:20:57
55119,30,19,297970,89.90,2016-06-01 16:04:19,2010-05-18 20:30:59
55120,402,125,297971,98.20,2016-06-03 17:00:37,2010-05-18 20:43:19
55121,526,1,297973,21.90,2016-05-31 18:48:07,2010-05-18 20:58:28
55122,129,16,297974,72.70,2016-06-03 20:12:27,2010-05-18 21:11:02
55123,81,5,297975,23.30,2016-06-02 21:46:29,2010-05-18 21:21:51
55124,539,66,297976,39.00,2016-06-02 22:36:40,2010-05-18 21:32:37
55125,87,16,297977,84.70,2016-06-02 23:13:08,2010-05-18 21:47:37
55126,122,66,297978,70.10,2016-06-02 00:12:10,2010-05-18 22:00:31
55127,256,6,297979,80.20,2016-06-04 04:29:28,2010-05-18 22:15:02
55128,175,11,297980,80.50,2016-06-01 07:53:49,2010-05-18 22:27:09
55129,175,62,297981,1.40,2016-06-02 11:20:05,2010-05-18 22:42:02
55130,507,1,297982,53.70,2016-05-31 12:44:35,2010-05-18 22:52:35
55131,387,119,297983,68.40,2016-06-02 15:21:33,2010-05-18 23:03:32
55132,156,119,297984,9.40,2016-06-02 19:04:11,2010-05-18 23:16:54
55133,64,76,297985,8.00,2016-06-03 21:48:23,2010-05-18 23:27:06
55134,451,73,297986,44.30,2016-06-04 01:39:05,2010-05-18 23:40:58
55135,334,63,297987,69.00,2016-06-03 06:37:34,2010-05-18 23:56:19
55136,432,80,297988,99.70,2016-06-01 09:01:38,2010-05-19 00:11:39
55137,61,79,297989,30.70,2016-06-04 11:16:14,2010-05-19 00:27:37
55138,8,9,297990,87.40,2016-06-02 12:33:26,2010-05-19 00:40:18
55139,349,21,297991,27.70,2016-06-03 16:24:13,2010-05-19 00:53:17
55140,374,1,297992,50.00,2016-06-03 21:13:30,2010-05-19 01:03:46
55141,181,67,297994,96.40,2016-06-06 07:30:29,2010-05-19 01:15:52
55142,76,119,297995,67.50,2016-06-04 13:30:29,2010-05-19 01:28:00
55143,286,6,297996,77.40,2016-06-06 16:35:17,2010-05-19 01:44:30
55144,309,122,297997,81.40,2016-06-04 20:58:06,2010-05-19 01:57:11
55145,99,63,297998,32.90,2016-06-07 00:53:13,2010-05-19 02:13:00
55146,388,120,298000,88.60,2016-06-06 16:15:29,2010-05-19 02:23:10
55147,281,67,298001,63.70,2016-06-07 19:03:40,2010-05-19 02:34:16
55148,300,17,298002,13.80,2016-06-05 02:06:52,2010-05-19 02:44:18
55149,388,67,298003,63.30,2016-06-04 07:11:07,2010-05-19 02:59:38
55150,215,63,298004,32.20,2016-06-04 11:11:43,2010-05-19 03:09:49
55151,532,121,298005,88.30,2016-06-04 16:28:08,2010-05-19 03:21:45
55152,288,17,298006,98.80,2016-06-07 02:05:00,2010-05-19 03:32:16
55153,88,121,298007,96.40,2016-06-05 04:31:26,2010-05-19 03:46:59
55154,358,78,298008,62.10,2016-06-09 06:39:49,2010-05-19 04:00:13
55155,549,73,298009,91.90,2016-06-09 09:40:54,2010-05-19 04:14:30
55156,350,124,298010,18.90,2016-06-05 10:40:16,2010-05-19 04:28:33
55157,446,64,298012,81.80,2016-06-05 14:08:26,2010-05-19 04:43:31
55158,110,122,298013,89.50,2016-06-06 16:05:15,2010-05-19 04:59:04
55159,197,74,298014,5.30,2016-06-08 19:14:04,2010-05-19 05:12:52
55160,480,11,298015,68.50,2016-06-08 20:43:55,2010-05-19 05:22:54
55161,112,64,298016,25.90,2016-06-08 23:23:04,2010-05-19 05:39:27
55162,465,66,298017,47.20,2016-06-06 02:27:05,2010-05-19 05:54:57
55163,596,17,298018,58.00,2016-06-08 03:07:49,2010-05-19 06:08:12
55164,62,7,298019,76.80,2016-06-08 06:23:03,2010-05-19 06:23:34
55165,366,14,298020,31.10,2016-06-06 08:44:35,2010-05-19 06:33:34
55166,354,66,298021,97.20,2016-06-08 10:05:57,2010-05-19 06:48:34
55167,244,14,298024,41.00,2016-06-08 15:33:32,2010-05-19 07:03:46
55168,585,62,298025,79.20,2016-06-10 16:14:11,2010-05-19 07:18:42
55169,479,10,298026,68.40,2016-06-09 19:17:37,2010-05-19 07:31:20
55170,224,70,298027,55.30,2016-06-10 21:37:46,2010-05-19 07:42:39
55171,68,19,298028,43.30,2016-06-07 00:03:13,2010-05-19 07:56:11
55172,86,6,298029,46.80,2016-06-08 04:30:23,2010-05-19 08:08:34
55173,428,67,298030,87.60,2016-06-10 11:36:30,2010-05-19 08:19:24
55174,236,76,298031,36.70,2016-06-08 20:41:07,2010-05-19 08:33:30
55175,546,79,298032,75.80,2016-06-12 05:36:25,2010-05-19 08:47:11
55176,354,63,298035,62.20,2016-06-10 01:07:19,2010-05-19 09:00:24
55177,531,121,298036,29.00,2016-06-09 10:41:08,2010-05-19 09:15:22
55178,280,63,298038,46.20,2016-06-12 22:35:37,2010-05-19 09:30:20
55179,451,12,298039,51.30,2016-06-11 08:31:22,2010-05-19 09:46:31
55180,468,121,298040,32.10,2016-06-13 11:29:40,2010-05-19 09:59:45
55181,361,3,298041,48.90,2016-06-11 20:23:37,2010-05-19 10:16:04
55182,410,65,298042,84.90,2016-06-10 23:02:26,2010-05-19 10:32:35
55183,407,72,298043,88.20,2016-06-14 04:06:18,2010-05-19 10:43:13
55184,469,62,298044,35.70,2016-06-11 10:28:36,2010-05-19 10:57:32
55185,540,7,298045,83.20,2016-06-15 19:31:41,2010-05-19 11:09:07
55186,59,120,298046,49.10,2016-06-13 23:47:35,2010-05-19 11:23:01
55187,96,72,298047,49.90,2016-06-14 04:59:08,2010-05-19 11:34:21
55188,156,8,298048,99.10,2016-06-15 06:22:28,2010-05-19 11:50:40
55189,155,78,298049,19.00,2016-06-14 07:08:37,2010-05-19 12:05:34
55190,234,6,298050,41.60,2016-06-15 10:14:01,2010-05-19 12:22:05
55191,77,78,298051,3.60,2016-06-12 12:30:56,2010-05-19 12:33:13
55192,516,2,298052,6.30,2016-06-16 14:06:13,2010-05-19 12:48:37
55193,75,15,298053,59.60,2016-06-14 17:23:16,2010-05-19 13:01:06
55194,418,118,298055,73.10,2016-06-12 22:37:56,2010-05-19 13:11:24
55195,467,71,298056,71.10,2016-06-16 00:34:22,2010-05-19 13:25:10
55196,155,21,298057,9.10,2016-06-17 01:21:01,2010-05-19 13:39:40
55197,492,122,298058,28.40,2016-06-14 02:16:07,2010-05-19 13:55:57
55198,488,119,298059,49.90,2016-06-16 04:23:04,2010-05-19 14:12:06
